"","X","Y","count","label"
"999",85,785,7,"r1"
"1000",95,785,3,"r1"
"1001",105,785,1,"r1"
"1002",115,785,5,"r1"
"1003",125,785,4,"r1"
"1004",135,785,1,"r1"
"1005",145,785,7,"r1"
"1006",155,785,1,"r1"
"1007",165,785,9,"r1"
"1008",175,785,7,"r1"
"1009",185,785,4,"r1"
"1010",195,785,6,"r1"
"1011",205,785,9,"r1"
"1012",215,785,9,"r1"
"1013",225,785,9,"r1"
"1014",235,785,10,"r1"
"1015",245,785,1,"r1"
"1016",255,785,6,"r1"
"1017",265,785,4,"r1"
"1018",275,785,1,"r1"
"1019",285,785,1,"r1"
"1020",295,785,2,"r1"
"1021",305,785,6,"r1"
"1022",315,785,6,"r1"
"1023",325,785,5,"r1"
"1024",335,785,9,"r1"
"1025",345,785,10,"r1"
"1026",355,785,9,"r1"
"1027",365,785,5,"r1"
"1028",375,785,9,"r1"
"1029",385,785,9,"r1"
"1030",395,785,7,"r1"
"1031",405,785,3,"r1"
"1032",415,785,3,"r1"
"1033",425,785,10,"r1"
"1034",435,785,9,"r1"
"1035",445,785,3,"r1"
"1036",455,785,7,"r1"
"1037",465,785,4,"r1"
"1038",475,785,3,"r1"
"1039",485,785,8,"r1"
"1040",495,785,5,"r1"
"1041",505,785,7,"r1"
"1042",515,785,10,"r1"
"1043",525,785,8,"r1"
"1044",535,785,5,"r1"
"1045",545,785,9,"r1"
"1046",555,785,4,"r1"
"1047",565,785,1,"r1"
"1048",575,785,10,"r1"
"1049",585,785,9,"r1"
"1050",595,785,3,"r1"
"1051",605,785,2,"r1"
"1052",615,785,6,"r1"
"1053",625,785,4,"r1"
"1054",635,785,4,"r1"
"1055",645,785,7,"r1"
"1056",655,785,2,"r1"
"1057",665,785,9,"r1"
"1058",675,785,5,"r1"
"1059",685,785,8,"r1"
"1060",695,785,2,"r1"
"1061",705,785,7,"r1"
"1062",715,785,7,"r1"
"1063",725,785,3,"r1"
"1064",735,785,8,"r1"
"1065",745,785,3,"r1"
"1066",755,785,2,"r1"
"1067",765,785,6,"r1"
"1068",775,785,8,"r1"
"1069",785,785,6,"r1"
"1070",795,785,3,"r1"
"1071",805,785,5,"r1"
"1072",815,785,7,"r1"
"1073",825,785,1,"r1"
"1074",835,785,7,"r1"
"1075",845,785,6,"r1"
"1076",855,785,3,"r1"
"1077",865,785,1,"r1"
"1078",875,785,4,"r1"
"1079",885,785,1,"r1"
"1080",895,785,1,"r1"
"1081",5,775,7,"r1"
"1082",15,775,7,"r1"
"1083",25,775,9,"r1"
"1084",35,775,7,"r1"
"1085",45,775,8,"r1"
"1086",55,775,1,"r1"
"1087",65,775,1,"r1"
"1088",75,775,5,"r1"
"1089",85,775,3,"r1"
"1090",95,775,9,"r1"
"1091",105,775,9,"r1"
"1092",115,775,6,"r1"
"1093",125,775,1,"r1"
"1094",135,775,10,"r1"
"1095",145,775,2,"r1"
"1096",155,775,3,"r1"
"1097",165,775,8,"r1"
"1098",175,775,9,"r1"
"1099",185,775,6,"r1"
"1100",195,775,10,"r1"
"1101",205,775,6,"r1"
"1102",215,775,8,"r1"
"1103",225,775,7,"r1"
"1104",235,775,8,"r1"
"1105",245,775,9,"r1"
"1106",255,775,5,"r1"
"1107",265,775,2,"r1"
"1108",275,775,9,"r1"
"1109",285,775,4,"r1"
"1110",295,775,10,"r1"
"1111",305,775,4,"r1"
"1112",315,775,5,"r1"
"1113",325,775,3,"r1"
"1114",335,775,6,"r1"
"1115",345,775,10,"r1"
"1116",355,775,5,"r1"
"1117",365,775,9,"r1"
"1118",375,775,1,"r1"
"1119",385,775,10,"r1"
"1120",395,775,1,"r1"
"1121",405,775,8,"r1"
"1122",415,775,6,"r1"
"1123",425,775,8,"r1"
"1124",435,775,3,"r1"
"1125",445,775,5,"r1"
"1126",455,775,2,"r1"
"1127",465,775,10,"r1"
"1128",475,775,4,"r1"
"1129",485,775,4,"r1"
"1130",495,775,4,"r1"
"1131",505,775,1,"r1"
"1132",515,775,6,"r1"
"1133",525,775,7,"r1"
"1134",535,775,8,"r1"
"1135",545,775,2,"r1"
"1136",555,775,9,"r1"
"1137",565,775,3,"r1"
"1138",575,775,5,"r1"
"1139",585,775,3,"r1"
"1140",595,775,8,"r1"
"1141",605,775,2,"r1"
"1142",615,775,4,"r1"
"1143",625,775,3,"r1"
"1144",635,775,2,"r1"
"1145",645,775,7,"r1"
"1146",655,775,2,"r1"
"1147",665,775,3,"r1"
"1148",675,775,3,"r1"
"1149",685,775,6,"r1"
"1150",695,775,7,"r1"
"1151",705,775,2,"r1"
"1152",715,775,4,"r1"
"1153",725,775,4,"r1"
"1154",735,775,1,"r1"
"1155",745,775,8,"r1"
"1156",755,775,1,"r1"
"1157",765,775,6,"r1"
"1158",775,775,2,"r1"
"1159",785,775,6,"r1"
"1160",795,775,5,"r1"
"1161",805,775,6,"r1"
"1162",815,775,1,"r1"
"1163",825,775,2,"r1"
"1164",835,775,5,"r1"
"1165",845,775,4,"r1"
"1166",855,775,1,"r1"
"1167",865,775,10,"r1"
"1168",875,775,1,"r1"
"1169",885,775,1,"r1"
"1170",895,775,6,"r1"
"1171",5,765,7,"r1"
"1172",15,765,6,"r1"
"1173",25,765,2,"r1"
"1174",35,765,7,"r1"
"1175",45,765,4,"r1"
"1176",55,765,5,"r1"
"1177",65,765,6,"r1"
"1178",75,765,8,"r1"
"1179",85,765,1,"r1"
"1180",95,765,6,"r1"
"1181",105,765,9,"r1"
"1182",115,765,3,"r1"
"1183",125,765,5,"r1"
"1184",135,765,1,"r1"
"1185",145,765,1,"r1"
"1186",155,765,3,"r1"
"1187",165,765,6,"r1"
"1188",175,765,9,"r1"
"1189",185,765,6,"r1"
"1190",195,765,5,"r1"
"1191",205,765,6,"r1"
"1192",215,765,9,"r1"
"1193",225,765,7,"r1"
"1194",235,765,5,"r1"
"1195",245,765,10,"r1"
"1196",255,765,7,"r1"
"1197",265,765,7,"r1"
"1198",275,765,2,"r1"
"1199",285,765,1,"r1"
"1200",295,765,8,"r1"
"1201",305,765,7,"r1"
"1202",315,765,2,"r1"
"1203",325,765,2,"r1"
"1204",335,765,3,"r1"
"1205",345,765,6,"r1"
"1206",355,765,6,"r1"
"1207",365,765,4,"r1"
"1208",375,765,4,"r1"
"1209",385,765,8,"r1"
"1210",395,765,8,"r1"
"1211",405,765,2,"r1"
"1212",415,765,1,"r1"
"1213",425,765,8,"r1"
"1214",435,765,9,"r1"
"1215",445,765,2,"r1"
"1216",455,765,7,"r1"
"1217",465,765,8,"r1"
"1218",475,765,4,"r1"
"1219",485,765,7,"r1"
"1220",495,765,2,"r1"
"1221",505,765,7,"r1"
"1222",515,765,2,"r1"
"1223",525,765,3,"r1"
"1224",535,765,2,"r1"
"1225",545,765,1,"r1"
"1226",555,765,5,"r1"
"1227",565,765,9,"r1"
"1228",575,765,10,"r1"
"1229",585,765,3,"r1"
"1230",595,765,2,"r1"
"1231",605,765,6,"r1"
"1232",615,765,9,"r1"
"1233",625,765,1,"r1"
"1234",635,765,1,"r1"
"1235",645,765,7,"r1"
"1236",655,765,8,"r1"
"1237",665,765,3,"r1"
"1238",675,765,8,"r1"
"1239",685,765,8,"r1"
"1240",695,765,8,"r1"
"1241",705,765,2,"r1"
"1242",715,765,2,"r1"
"1243",725,765,3,"r1"
"1244",735,765,6,"r1"
"1245",745,765,5,"r1"
"1246",755,765,8,"r1"
"1247",765,765,2,"r1"
"1248",775,765,4,"r1"
"1249",785,765,1,"r1"
"1250",795,765,2,"r1"
"1251",805,765,2,"r1"
"1252",815,765,4,"r1"
"1253",825,765,3,"r1"
"1254",835,765,10,"r1"
"1255",845,765,10,"r1"
"1256",855,765,1,"r1"
"1257",865,765,1,"r1"
"1258",875,765,5,"r1"
"1259",885,765,8,"r1"
"1260",895,765,7,"r1"
"1261",5,755,6,"r1"
"1262",15,755,4,"r1"
"1263",25,755,4,"r1"
"1264",35,755,1,"r1"
"1265",45,755,8,"r1"
"1266",55,755,1,"r1"
"1267",65,755,1,"r1"
"1268",75,755,6,"r1"
"1269",85,755,5,"r1"
"1270",95,755,10,"r1"
"1271",105,755,10,"r1"
"1272",115,755,5,"r1"
"1273",125,755,7,"r1"
"1274",135,755,8,"r1"
"1275",145,755,6,"r1"
"1276",155,755,7,"r1"
"1277",165,755,9,"r1"
"1278",175,755,6,"r1"
"1279",185,755,8,"r1"
"1280",195,755,4,"r1"
"1281",205,755,2,"r1"
"1282",215,755,1,"r1"
"1283",225,755,10,"r1"
"1284",235,755,5,"r1"
"1285",245,755,10,"r1"
"1286",255,755,6,"r1"
"1287",265,755,7,"r1"
"1288",275,755,9,"r1"
"1289",285,755,5,"r1"
"1290",295,755,2,"r1"
"1291",305,755,7,"r1"
"1292",315,755,6,"r1"
"1293",325,755,4,"r1"
"1294",335,755,4,"r1"
"1295",345,755,2,"r1"
"1296",355,755,7,"r1"
"1297",365,755,3,"r1"
"1298",375,755,7,"r1"
"1299",385,755,8,"r1"
"1300",395,755,8,"r1"
"1301",405,755,4,"r1"
"1302",415,755,6,"r1"
"1303",425,755,10,"r1"
"1304",435,755,6,"r1"
"1305",445,755,6,"r1"
"1306",455,755,8,"r1"
"1307",465,755,2,"r1"
"1308",475,755,7,"r1"
"1309",485,755,1,"r1"
"1310",495,755,1,"r1"
"1311",505,755,1,"r1"
"1312",515,755,2,"r1"
"1313",525,755,2,"r1"
"1314",535,755,3,"r1"
"1315",545,755,9,"r1"
"1316",555,755,8,"r1"
"1317",565,755,3,"r1"
"1318",575,755,4,"r1"
"1319",585,755,1,"r1"
"1320",595,755,9,"r1"
"1321",605,755,4,"r1"
"1322",615,755,2,"r1"
"1323",625,755,2,"r1"
"1324",635,755,2,"r1"
"1325",645,755,6,"r1"
"1326",655,755,7,"r1"
"1327",665,755,1,"r1"
"1328",675,755,1,"r1"
"1329",685,755,5,"r1"
"1330",695,755,7,"r1"
"1331",705,755,6,"r1"
"1332",715,755,6,"r1"
"1333",725,755,5,"r1"
"1334",735,755,7,"r1"
"1335",745,755,5,"r1"
"1336",755,755,3,"r1"
"1337",765,755,3,"r1"
"1338",775,755,7,"r1"
"1339",785,755,2,"r1"
"1340",795,755,7,"r1"
"1341",805,755,1,"r1"
"1342",815,755,6,"r1"
"1343",825,755,4,"r1"
"1344",835,755,10,"r1"
"1345",845,755,6,"r1"
"1346",855,755,9,"r1"
"1347",865,755,4,"r1"
"1348",875,755,3,"r1"
"1349",885,755,10,"r1"
"1350",895,755,7,"r1"
"1351",5,745,10,"r1"
"1352",15,745,9,"r1"
"1353",25,745,6,"r1"
"1354",35,745,2,"r1"
"1355",45,745,6,"r1"
"1356",55,745,10,"r1"
"1357",65,745,2,"r1"
"1358",75,745,7,"r1"
"1359",85,745,10,"r1"
"1360",95,745,9,"r1"
"1361",105,745,6,"r1"
"1362",115,745,2,"r1"
"1363",125,745,2,"r1"
"1364",135,745,2,"r1"
"1365",145,745,8,"r1"
"1366",155,745,9,"r1"
"1367",165,745,7,"r1"
"1368",175,745,2,"r1"
"1369",185,745,10,"r1"
"1370",195,745,8,"r1"
"1371",205,745,3,"r1"
"1372",215,745,6,"r1"
"1373",225,745,1,"r1"
"1374",235,745,5,"r1"
"1375",245,745,4,"r1"
"1376",255,745,3,"r1"
"1377",265,745,9,"r1"
"1378",275,745,5,"r1"
"1379",285,745,6,"r1"
"1380",295,745,4,"r1"
"1381",305,745,5,"r1"
"1382",315,745,9,"r1"
"1383",325,745,9,"r1"
"1384",335,745,10,"r1"
"1385",345,745,1,"r1"
"1386",355,745,6,"r1"
"1387",365,745,3,"r1"
"1388",375,745,2,"r1"
"1389",385,745,4,"r1"
"1390",395,745,2,"r1"
"1391",405,745,2,"r1"
"1392",415,745,7,"r1"
"1393",425,745,2,"r1"
"1394",435,745,3,"r1"
"1395",445,745,10,"r1"
"1396",455,745,2,"r1"
"1397",465,745,10,"r1"
"1398",475,745,9,"r1"
"1399",485,745,5,"r1"
"1400",495,745,5,"r1"
"1401",505,745,7,"r1"
"1402",515,745,5,"r1"
"1403",525,745,9,"r1"
"1404",535,745,7,"r1"
"1405",545,745,3,"r1"
"1406",555,745,3,"r1"
"1407",565,745,1,"r1"
"1408",575,745,6,"r1"
"1409",585,745,10,"r1"
"1410",595,745,9,"r1"
"1411",605,745,5,"r1"
"1412",615,745,1,"r1"
"1413",625,745,1,"r1"
"1414",635,745,1,"r1"
"1415",645,745,4,"r1"
"1416",655,745,10,"r1"
"1417",665,745,4,"r1"
"1418",675,745,10,"r1"
"1419",685,745,7,"r1"
"1420",695,745,2,"r1"
"1421",705,745,6,"r1"
"1422",715,745,2,"r1"
"1423",725,745,8,"r1"
"1424",735,745,8,"r1"
"1425",745,745,5,"r1"
"1426",755,745,4,"r1"
"1427",765,745,10,"r1"
"1428",775,745,1,"r1"
"1429",785,745,7,"r1"
"1430",795,745,9,"r1"
"1431",805,745,8,"r1"
"1432",815,745,9,"r1"
"1433",825,745,7,"r1"
"1434",835,745,8,"r1"
"1435",845,745,9,"r1"
"1436",855,745,9,"r1"
"1437",865,745,4,"r1"
"1438",875,745,1,"r1"
"1439",885,745,5,"r1"
"1440",895,745,2,"r1"
"1441",5,735,2,"r1"
"1442",15,735,2,"r1"
"1443",25,735,4,"r1"
"1444",35,735,7,"r1"
"1445",45,735,10,"r1"
"1446",55,735,10,"r1"
"1447",65,735,8,"r1"
"1448",75,735,8,"r1"
"1449",85,735,7,"r1"
"1450",95,735,4,"r1"
"1451",105,735,7,"r1"
"1452",115,735,7,"r1"
"1453",125,735,7,"r1"
"1454",135,735,2,"r1"
"1455",145,735,5,"r1"
"1456",155,735,9,"r1"
"1457",165,735,2,"r1"
"1458",175,735,6,"r1"
"1459",185,735,1,"r1"
"1460",195,735,10,"r1"
"1461",205,735,7,"r1"
"1462",215,735,2,"r1"
"1463",225,735,5,"r1"
"1464",235,735,4,"r1"
"1465",245,735,1,"r1"
"1466",255,735,8,"r1"
"1467",265,735,6,"r1"
"1468",275,735,2,"r1"
"1469",285,735,1,"r1"
"1470",295,735,3,"r1"
"1471",305,735,5,"r1"
"1472",315,735,9,"r1"
"1473",325,735,10,"r1"
"1474",335,735,7,"r1"
"1475",345,735,5,"r1"
"1476",355,735,5,"r1"
"1477",365,735,2,"r1"
"1478",375,735,2,"r1"
"1479",385,735,2,"r1"
"1480",395,735,6,"r1"
"1481",405,735,10,"r1"
"1482",415,735,4,"r1"
"1483",425,735,10,"r1"
"1484",435,735,4,"r1"
"1485",445,735,4,"r1"
"1486",455,735,1,"r1"
"1487",465,735,9,"r1"
"1488",475,735,3,"r1"
"1489",485,735,7,"r1"
"1490",495,735,6,"r1"
"1491",505,735,7,"r1"
"1492",515,735,7,"r1"
"1493",525,735,5,"r1"
"1494",535,735,10,"r1"
"1495",545,735,3,"r1"
"1496",555,735,10,"r1"
"1497",565,735,6,"r1"
"1498",575,735,2,"r1"
"1499",585,735,1,"r1"
"1500",595,735,6,"r1"
"1501",605,735,3,"r1"
"1502",615,735,8,"r1"
"1503",625,735,3,"r1"
"1504",635,735,8,"r1"
"1505",645,735,10,"r1"
"1506",655,735,8,"r1"
"1507",665,735,8,"r1"
"1508",675,735,8,"r1"
"1509",685,735,5,"r1"
"1510",695,735,8,"r1"
"1511",705,735,1,"r1"
"1512",715,735,4,"r1"
"1513",725,735,6,"r1"
"1514",735,735,10,"r1"
"1515",745,735,10,"r1"
"1516",755,735,4,"r1"
"1517",765,735,1,"r1"
"1518",775,735,4,"r1"
"1519",785,735,1,"r1"
"1520",795,735,10,"r1"
"1521",805,735,5,"r1"
"1522",815,735,4,"r1"
"1523",825,735,6,"r1"
"1524",835,735,9,"r1"
"1525",845,735,2,"r1"
"1526",855,735,7,"r1"
"1527",865,735,5,"r1"
"1528",875,735,7,"r1"
"1529",885,735,2,"r1"
"1530",895,735,1,"r1"
"1531",5,725,10,"r1"
"1532",15,725,2,"r1"
"1533",25,725,4,"r1"
"1534",35,725,5,"r1"
"1535",45,725,4,"r1"
"1536",55,725,5,"r1"
"1537",65,725,8,"r1"
"1538",75,725,8,"r1"
"1539",85,725,2,"r1"
"1540",95,725,1,"r1"
"1541",105,725,4,"r1"
"1542",115,725,1,"r1"
"1543",125,725,5,"r1"
"1544",135,725,6,"r1"
"1545",145,725,2,"r1"
"1546",155,725,10,"r1"
"1547",165,725,2,"r1"
"1548",175,725,2,"r1"
"1549",185,725,6,"r1"
"1550",195,725,10,"r1"
"1551",205,725,5,"r1"
"1552",215,725,4,"r1"
"1553",225,725,4,"r1"
"1554",235,725,7,"r1"
"1555",245,725,4,"r1"
"1556",255,725,1,"r1"
"1557",265,725,6,"r1"
"1558",275,725,3,"r1"
"1559",285,725,4,"r1"
"1560",295,725,9,"r1"
"1561",305,725,5,"r1"
"1562",315,725,4,"r1"
"1563",325,725,3,"r1"
"1564",335,725,10,"r1"
"1565",345,725,7,"r1"
"1566",355,725,9,"r1"
"1567",365,725,6,"r1"
"1568",375,725,1,"r1"
"1569",385,725,5,"r1"
"1570",395,725,3,"r1"
"1571",405,725,4,"r1"
"1572",415,725,3,"r1"
"1573",425,725,4,"r1"
"1574",435,725,8,"r1"
"1575",445,725,6,"r1"
"1576",455,725,3,"r1"
"1577",465,725,4,"r1"
"1578",475,725,7,"r1"
"1579",485,725,10,"r1"
"1580",495,725,5,"r1"
"1581",505,725,1,"r1"
"1582",515,725,6,"r1"
"1583",525,725,7,"r1"
"1584",535,725,1,"r1"
"1585",545,725,2,"r1"
"1586",555,725,7,"r1"
"1587",565,725,4,"r1"
"1588",575,725,9,"r1"
"1589",585,725,2,"r1"
"1590",595,725,6,"r1"
"1591",605,725,6,"r1"
"1592",615,725,7,"r1"
"1593",625,725,6,"r1"
"1594",635,725,3,"r1"
"1595",645,725,5,"r1"
"1596",655,725,8,"r1"
"1597",665,725,5,"r1"
"1598",675,725,9,"r1"
"1599",685,725,4,"r1"
"1600",695,725,1,"r1"
"1601",705,725,6,"r1"
"1602",715,725,5,"r1"
"1603",725,725,7,"r1"
"1604",735,725,5,"r1"
"1605",745,725,10,"r1"
"1606",755,725,6,"r1"
"1607",765,725,1,"r1"
"1608",775,725,6,"r1"
"1609",785,725,7,"r1"
"1610",795,725,3,"r1"
"1611",805,725,7,"r1"
"1612",815,725,10,"r1"
"1613",825,725,2,"r1"
"1614",835,725,6,"r1"
"1615",845,725,6,"r1"
"1616",855,725,9,"r1"
"1617",865,725,10,"r1"
"1618",875,725,2,"r1"
"1619",885,725,7,"r1"
"1620",895,725,3,"r1"
"1621",5,715,7,"r1"
"1622",15,715,7,"r1"
"1623",25,715,5,"r1"
"1624",35,715,1,"r1"
"1625",45,715,10,"r1"
"1626",55,715,5,"r1"
"1627",65,715,1,"r1"
"1628",75,715,1,"r1"
"1629",85,715,3,"r1"
"1630",95,715,3,"r1"
"1631",105,715,1,"r1"
"1632",115,715,1,"r1"
"1633",125,715,1,"r1"
"1634",135,715,1,"r1"
"1635",145,715,8,"r1"
"1636",155,715,8,"r1"
"1637",165,715,8,"r1"
"1638",175,715,1,"r1"
"1639",185,715,6,"r1"
"1640",195,715,7,"r1"
"1641",205,715,6,"r1"
"1642",215,715,2,"r1"
"1643",225,715,3,"r1"
"1644",235,715,2,"r1"
"1645",245,715,5,"r1"
"1646",255,715,5,"r1"
"1647",265,715,2,"r1"
"1648",275,715,4,"r1"
"1649",285,715,1,"r1"
"1650",295,715,7,"r1"
"1651",305,715,9,"r1"
"1652",315,715,1,"r1"
"1653",325,715,1,"r1"
"1654",335,715,3,"r1"
"1655",345,715,1,"r1"
"1656",355,715,10,"r1"
"1657",365,715,2,"r1"
"1658",375,715,7,"r1"
"1659",385,715,6,"r1"
"1660",395,715,5,"r1"
"1661",405,715,4,"r1"
"1662",415,715,9,"r1"
"1663",425,715,6,"r1"
"1664",435,715,7,"r1"
"1665",445,715,6,"r1"
"1666",455,715,4,"r1"
"1667",465,715,1,"r1"
"1668",475,715,9,"r1"
"1669",485,715,9,"r1"
"1670",495,715,6,"r1"
"1671",505,715,10,"r1"
"1672",515,715,6,"r1"
"1673",525,715,1,"r1"
"1674",535,715,9,"r1"
"1675",545,715,6,"r1"
"1676",555,715,8,"r1"
"1677",565,715,2,"r1"
"1678",575,715,2,"r1"
"1679",585,715,3,"r1"
"1680",595,715,3,"r1"
"1681",605,715,8,"r1"
"1682",615,715,8,"r1"
"1683",625,715,10,"r1"
"1684",635,715,9,"r1"
"1685",645,715,10,"r1"
"1686",655,715,10,"r1"
"1687",665,715,9,"r1"
"1688",675,715,2,"r1"
"1689",685,715,1,"r1"
"1690",695,715,4,"r1"
"1691",705,715,6,"r1"
"1692",715,715,7,"r1"
"1693",725,715,10,"r1"
"1694",735,715,5,"r1"
"1695",745,715,9,"r1"
"1696",755,715,5,"r1"
"1697",765,715,2,"r1"
"1698",775,715,6,"r1"
"1699",785,715,10,"r1"
"1700",795,715,8,"r1"
"1701",805,715,6,"r1"
"1702",815,715,6,"r1"
"1703",825,715,10,"r1"
"1704",835,715,7,"r1"
"1705",845,715,1,"r1"
"1706",855,715,8,"r1"
"1707",865,715,10,"r1"
"1708",875,715,8,"r1"
"1709",885,715,8,"r1"
"1710",895,715,5,"r1"
"1711",5,705,10,"r1"
"1712",15,705,7,"r1"
"1713",25,705,3,"r1"
"1714",35,705,6,"r1"
"1715",45,705,10,"r1"
"1716",55,705,1,"r1"
"1717",65,705,4,"r1"
"1718",75,705,2,"r1"
"1719",85,705,1,"r1"
"1720",95,705,9,"r1"
"1721",105,705,7,"r1"
"1722",115,705,1,"r1"
"1723",125,705,3,"r1"
"1724",135,705,5,"r1"
"1725",145,705,5,"r1"
"1726",155,705,7,"r1"
"1727",165,705,6,"r1"
"1728",175,705,8,"r1"
"1729",185,705,7,"r1"
"1730",195,705,5,"r1"
"1731",205,705,3,"r1"
"1732",215,705,8,"r1"
"1733",225,705,6,"r1"
"1734",235,705,5,"r1"
"1735",245,705,2,"r1"
"1736",255,705,7,"r1"
"1737",265,705,6,"r1"
"1738",275,705,1,"r1"
"1739",285,705,8,"r1"
"1740",295,705,5,"r1"
"1741",305,705,9,"r1"
"1742",315,705,8,"r1"
"1743",325,705,4,"r1"
"1744",335,705,9,"r1"
"1745",345,705,3,"r1"
"1746",355,705,3,"r1"
"1747",365,705,3,"r1"
"1748",375,705,2,"r1"
"1749",385,705,4,"r1"
"1750",395,705,4,"r1"
"1751",405,705,6,"r1"
"1752",415,705,7,"r1"
"1753",425,705,7,"r1"
"1754",435,705,9,"r1"
"1755",445,705,8,"r1"
"1756",455,705,1,"r1"
"1757",465,705,4,"r1"
"1758",475,705,7,"r1"
"1759",485,705,9,"r1"
"1760",495,705,3,"r1"
"1761",505,705,8,"r1"
"1762",515,705,2,"r1"
"1763",525,705,3,"r1"
"1764",535,705,7,"r1"
"1765",545,705,3,"r1"
"1766",555,705,1,"r1"
"1767",565,705,2,"r1"
"1768",575,705,3,"r1"
"1769",585,705,6,"r1"
"1770",595,705,4,"r1"
"1771",605,705,10,"r1"
"1772",615,705,8,"r1"
"1773",625,705,3,"r1"
"1774",635,705,8,"r1"
"1775",645,705,7,"r1"
"1776",655,705,1,"r1"
"1777",665,705,2,"r1"
"1778",675,705,2,"r1"
"1779",685,705,2,"r1"
"1780",695,705,7,"r1"
"1781",705,705,8,"r1"
"1782",715,705,10,"r1"
"1783",725,705,10,"r1"
"1784",735,705,5,"r1"
"1785",745,705,8,"r1"
"1786",755,705,9,"r1"
"1787",765,705,4,"r1"
"1788",775,705,8,"r1"
"1789",785,705,6,"r1"
"1790",795,705,8,"r1"
"1791",805,705,2,"r1"
"1792",815,705,3,"r1"
"1793",825,705,3,"r1"
"1794",835,705,7,"r1"
"1795",845,705,1,"r1"
"1796",855,705,4,"r1"
"1797",865,705,2,"r1"
"1798",875,705,5,"r1"
"1799",885,705,2,"r1"
"1800",895,705,2,"r1"
"1801",5,695,5,"r1"
"1802",15,695,1,"r1"
"1803",25,695,8,"r1"
"1804",35,695,5,"r1"
"1805",45,695,9,"r1"
"1806",55,695,5,"r1"
"1807",65,695,4,"r1"
"1808",75,695,6,"r1"
"1809",85,695,6,"r1"
"1810",95,695,10,"r1"
"1811",105,695,6,"r1"
"1812",115,695,5,"r1"
"1813",125,695,9,"r1"
"1814",135,695,7,"r1"
"1815",145,695,9,"r1"
"1816",155,695,6,"r1"
"1817",165,695,8,"r1"
"1818",175,695,8,"r1"
"1819",185,695,7,"r1"
"1820",195,695,9,"r1"
"1821",205,695,2,"r1"
"1822",215,695,8,"r1"
"1823",225,695,10,"r1"
"1824",235,695,7,"r1"
"1825",245,695,7,"r1"
"1826",255,695,8,"r1"
"1827",265,695,7,"r1"
"1828",275,695,8,"r1"
"1829",285,695,9,"r1"
"1830",295,695,2,"r1"
"1831",305,695,8,"r1"
"1832",315,695,6,"r1"
"1833",325,695,6,"r1"
"1834",335,695,10,"r1"
"1835",345,695,6,"r1"
"1836",355,695,3,"r1"
"1837",365,695,9,"r1"
"1838",375,695,6,"r1"
"1839",385,695,7,"r1"
"1840",395,695,3,"r1"
"1841",405,695,9,"r1"
"1842",415,695,10,"r1"
"1843",425,695,3,"r1"
"1844",435,695,1,"r1"
"1845",445,695,1,"r1"
"1846",455,695,10,"r1"
"1847",465,695,4,"r1"
"1848",475,695,7,"r1"
"1849",485,695,5,"r1"
"1850",495,695,2,"r1"
"1851",505,695,7,"r1"
"1852",515,695,4,"r1"
"1853",525,695,9,"r1"
"1854",535,695,10,"r1"
"1855",545,695,4,"r1"
"1856",555,695,3,"r1"
"1857",565,695,5,"r1"
"1858",575,695,8,"r1"
"1859",585,695,4,"r1"
"1860",595,695,6,"r1"
"1861",605,695,8,"r1"
"1862",615,695,1,"r1"
"1863",625,695,7,"r1"
"1864",635,695,5,"r1"
"1865",645,695,2,"r1"
"1866",655,695,7,"r1"
"1867",665,695,6,"r1"
"1868",675,695,2,"r1"
"1869",685,695,6,"r1"
"1870",695,695,2,"r1"
"1871",705,695,5,"r1"
"1872",715,695,4,"r1"
"1873",725,695,1,"r1"
"1874",735,695,2,"r1"
"1875",745,695,3,"r1"
"1876",755,695,8,"r1"
"1877",765,695,5,"r1"
"1878",775,695,10,"r1"
"1879",785,695,1,"r1"
"1880",795,695,7,"r1"
"1881",805,695,8,"r1"
"1882",815,695,4,"r1"
"1883",825,695,8,"r1"
"1884",835,695,5,"r1"
"1885",845,695,4,"r1"
"1886",855,695,7,"r1"
"1887",865,695,3,"r1"
"1888",875,695,6,"r1"
"1889",885,695,5,"r1"
"1890",895,695,3,"r1"
"1891",5,685,8,"r1"
"1892",15,685,1,"r1"
"1893",25,685,3,"r1"
"1894",35,685,8,"r1"
"1895",45,685,6,"r1"
"1896",55,685,3,"r1"
"1897",65,685,7,"r1"
"1898",75,685,6,"r1"
"1899",85,685,3,"r1"
"1900",95,685,3,"r1"
"1901",105,685,5,"r1"
"1902",115,685,10,"r1"
"1903",125,685,9,"r1"
"1904",135,685,9,"r1"
"1905",145,685,3,"r1"
"1906",155,685,10,"r1"
"1907",165,685,3,"r1"
"1908",175,685,1,"r1"
"1909",185,685,2,"r1"
"1910",195,685,5,"r1"
"1911",205,685,4,"r1"
"1912",215,685,3,"r1"
"1913",225,685,7,"r1"
"1914",235,685,5,"r1"
"1915",245,685,4,"r1"
"1916",255,685,4,"r1"
"1917",265,685,6,"r1"
"1918",275,685,3,"r1"
"1919",285,685,4,"r1"
"1920",295,685,7,"r1"
"1921",305,685,2,"r1"
"1922",315,685,3,"r1"
"1923",325,685,2,"r1"
"1924",335,685,1,"r1"
"1925",345,685,7,"r1"
"1926",355,685,3,"r1"
"1927",365,685,6,"r1"
"1928",375,685,7,"r1"
"1929",385,685,9,"r1"
"1930",395,685,3,"r1"
